,text,contains_image,contains_table,extracted_text,class
890,"<<START_SECTION>>In the exploratory subgroup analyses of OS based on the planned platinum chemotherapy received at cycle 1, the HR was 0.70 (95% CI 0.55, 0.89) in patients who received carboplatin, and the HR was 0.88 (95% CI 0.55, 1.41) in patients who received cisplatin.  <<END_SECTION>>",0,0,"In the exploratory subgroup analyses of OS based on the planned platinum chemotherapy received at cycle 1, the HR was 0.70 (95% CI 0.55, 0.89) in patients who received carboplatin, and the HR was 0.88 (95% CI 0.55, 1.41) in patients who received cisplatin.  ",2.0
891,<<START_SUBHEADING>>	5.2 	Pharmacokinetic properties<<END_SUBHEADING>>,0,0,	5.2 	Pharmacokinetic properties,1.0
892,<<START_SECTION>>The PK of durvalumab was assessed for both IMFINZI as a single agent and in combination with chemotherapy. There was no clinically meaningful difference between the PK of durvalumab as a single agent and in combination with chemotherapy.<<END_SECTION>>,0,0,The PK of durvalumab was assessed for both IMFINZI as a single agent and in combination with chemotherapy. There was no clinically meaningful difference between the PK of durvalumab as a single agent and in combination with chemotherapy.,2.0
893,"<<START_SECTION>>The pharmacokinetics of IMFINZI was studied in 2903 patients with solid tumours with doses ranging from 0.1 to 20 mg/kg administered once every two, three or four weeks. <<END_SECTION>>",0,0,"The pharmacokinetics of IMFINZI was studied in 2903 patients with solid tumours with doses ranging from 0.1 to 20 mg/kg administered once every two, three or four weeks. ",2.0
894,<<START_SUBHEADING>>Distribution<<END_SUBHEADING>>,0,0,Distribution,1.0
895,"<<START_SECTION>>PK exposure increased more than dose-proportionally (non-linear PK) at doses <3 mg/kg and dose proportionally (linear PK) at doses ò 3 mg/kg. Steady state was achieved at approximately 16 weeks. Based on population PK analysis that included 1878 patients in the dose range of ò 10 mg/kg Q2W, the steady state volume of distribution (Vss) was 5.64 L. <<END_SECTION>>",0,0,"PK exposure increased more than dose-proportionally (non-linear PK) at doses <3 mg/kg and dose proportionally (linear PK) at doses ò 3 mg/kg. Steady state was achieved at approximately 16 weeks. Based on population PK analysis that included 1878 patients in the dose range of ò 10 mg/kg Q2W, the steady state volume of distribution (Vss) was 5.64 L. ",2.0
896,<<START_SUBHEADING>>Excretion<<END_SUBHEADING>>,0,0,Excretion,1.0
897,"<<START_SECTION>>Durvalumab clearance (CL) decreased over time resulting in a geometric mean steady state clearance (CLss) of 8.16 mL/h at Day 365; the decrease in CLss was not considered clinically relevant. The terminal half-life (t1/2), based on baseline CL, was approximately 18 days. <<END_SECTION>>",0,0,"Durvalumab clearance (CL) decreased over time resulting in a geometric mean steady state clearance (CLss) of 8.16 mL/h at Day 365; the decrease in CLss was not considered clinically relevant. The terminal half-life (t1/2), based on baseline CL, was approximately 18 days. ",2.0
898,<<START_SUBHEADING>>Special Populations<<END_SUBHEADING>>,0,0,Special Populations,1.0
899,"<<START_SECTION>>Age (19?96 years), body weight (34-149 kg), gender, positive anti-drug antibody (ADA) status, albumin levels, LDH levels, creatinine levels, soluble PD-L1, tumour type, race, mild renal impairment (creatinine clearance (CRCL) 60 to 89 mL/min), moderate renal impairment (creatinine clearance (CRCL) 30 to 59 mL/min), mild hepatic impairment (bilirubin ó ULN and AST > ULN or bilirubin >1.0 to 1.5 ? ULN and any AST) and ECOG/WHO status had no clinically significant effect on the pharmacokinetics of durvalumab.<<END_SECTION>>",0,0,"Age (19?96 years), body weight (34-149 kg), gender, positive anti-drug antibody (ADA) status, albumin levels, LDH levels, creatinine levels, soluble PD-L1, tumour type, race, mild renal impairment (creatinine clearance (CRCL) 60 to 89 mL/min), moderate renal impairment (creatinine clearance (CRCL) 30 to 59 mL/min), mild hepatic impairment (bilirubin ó ULN and AST > ULN or bilirubin >1.0 to 1.5 ? ULN and any AST) and ECOG/WHO status had no clinically significant effect on the pharmacokinetics of durvalumab.",2.0
900,"<<START_SECTION>>The effect of severe renal impairment (CRCL 15 to 29 mL/min) or moderate (bilirubin >1.5 to 3 x ULN and any AST) or severe (bilirubin >3.0 x ULN and any AST) hepatic impairment on the pharmacokinetics of durvalumab is unknown; however, as IgG monoclonal antibodies are not primarily cleared via hepatic pathways, a change in hepatic function is not expected to influence durvalumab exposure. <<END_SECTION>>",0,0,"The effect of severe renal impairment (CRCL 15 to 29 mL/min) or moderate (bilirubin >1.5 to 3 x ULN and any AST) or severe (bilirubin >3.0 x ULN and any AST) hepatic impairment on the pharmacokinetics of durvalumab is unknown; however, as IgG monoclonal antibodies are not primarily cleared via hepatic pathways, a change in hepatic function is not expected to influence durvalumab exposure. ",2.0
901,<<START_SUBHEADING>>Immunogenicity<<END_SUBHEADING>>,0,0,Immunogenicity,1.0
902,"<<START_SECTION>>As with all therapeutic proteins, there is a potential for immunogenicity. Immunogenicity of<<END_SECTION>>",0,0,"As with all therapeutic proteins, there is a potential for immunogenicity. Immunogenicity of",2.0
903,<<START_SECTION>>IMFINZI as monotherapy is based on pooled data in 2280 patients  who were treated with IMFINZI<<END_SECTION>>,0,0,IMFINZI as monotherapy is based on pooled data in 2280 patients  who were treated with IMFINZI,2.0
904,"<<START_SECTION>>10 mg/kg every 2 weeks or 20mg/kg every 4 weeks as a single-agent and evaluable for the presence of anti-drug antibodies (ADAs).Sixty nine patients (3.0%) tested positive for treatment-emergent ADAs. Neutralising antibodies against durvalumab were detected in 0.5% (12/2280) patients. The presence of ADAs did not have a clinically relevant effect on pharmacokinetics, pharmacodynamics or safety.<<END_SECTION>>",0,0,"10 mg/kg every 2 weeks or 20mg/kg every 4 weeks as a single-agent and evaluable for the presence of anti-drug antibodies (ADAs).Sixty nine patients (3.0%) tested positive for treatment-emergent ADAs. Neutralising antibodies against durvalumab were detected in 0.5% (12/2280) patients. The presence of ADAs did not have a clinically relevant effect on pharmacokinetics, pharmacodynamics or safety.",2.0
905,"<<START_SECTION>>In the CASPIAN study, of the 201 patients who were treated with IMFINZI 1500 mg every 3 weeks in combination with etoposide, and carboplatin or cisplatin and evaluable for the presence of ADAs, 0 (0%) patients tested positive for treatment-emergent ADAs.<<END_SECTION>>",0,0,"In the CASPIAN study, of the 201 patients who were treated with IMFINZI 1500 mg every 3 weeks in combination with etoposide, and carboplatin or cisplatin and evaluable for the presence of ADAs, 0 (0%) patients tested positive for treatment-emergent ADAs.",2.0
906,"<<START_SECTION>>Immunogenicity assay results are highly dependent on several factors, including assay sensitivity and specificity, assay methodology, sample handling, timing of sample collection, concomitant medications and underlying disease.<<END_SECTION>>",0,0,"Immunogenicity assay results are highly dependent on several factors, including assay sensitivity and specificity, assay methodology, sample handling, timing of sample collection, concomitant medications and underlying disease.",2.0
907,"<<START_SECTION>>For these reasons, comparison of incidence of antibodies to IMFINZI with the incidence of antibodies to other products may be misleading. <<END_SECTION>>",0,0,"For these reasons, comparison of incidence of antibodies to IMFINZI with the incidence of antibodies to other products may be misleading. ",2.0
908,<<START_SUBHEADING>>	5.3 	Preclinical safety data<<END_SUBHEADING>>,0,0,	5.3 	Preclinical safety data,1.0
909,<<START_SUBHEADING>>Genotoxicity<<END_SUBHEADING>>,0,0,Genotoxicity,1.0
910,"<<START_SECTION>>The genotoxic potential of durvalumab has not been evaluated. As a large protein molecule, durvalumab is not expected to interact directly with DNA or other chromosomal material. <<END_SECTION>>",0,0,"The genotoxic potential of durvalumab has not been evaluated. As a large protein molecule, durvalumab is not expected to interact directly with DNA or other chromosomal material. ",2.0
911,<<START_SUBHEADING>>Carcinogenicity<<END_SUBHEADING>>,0,0,Carcinogenicity,1.0
912,<<START_SECTION>>The carcinogenic potential of durvalumab has not been evaluated. <<END_SECTION>>,0,0,The carcinogenic potential of durvalumab has not been evaluated. ,2.0
913,<<START_HEADING>>6 	PHARMACEUTICAL PARTICULARS<<END_HEADING>>,0,0,6 	PHARMACEUTICAL PARTICULARS,0.0
914,<<START_SUBHEADING>>	6.1 	List of excipients <<END_SUBHEADING>>,0,0,	6.1 	List of excipients ,1.0
915,"<<START_SECTION>>IMFINZI concentrated solution for infusion contains the following excipients: histidine, histidine hydrochloride monohydrate, trehalose dihydrate, polysorbate 80 and water for injection. <<END_SECTION>>",0,0,"IMFINZI concentrated solution for infusion contains the following excipients: histidine, histidine hydrochloride monohydrate, trehalose dihydrate, polysorbate 80 and water for injection. ",2.0
916,<<START_SUBHEADING>>	6.2 	Incompatibilities <<END_SUBHEADING>>,0,0,	6.2 	Incompatibilities ,1.0
917,<<START_SECTION>>Incompatibilities were either not assessed or not identified as part of the registration of this medicine. <<END_SECTION>>,0,0,Incompatibilities were either not assessed or not identified as part of the registration of this medicine. ,2.0
918,<<START_SUBHEADING>>	6.3 	Shelf life <<END_SUBHEADING>>,0,0,	6.3 	Shelf life ,1.0
919,"<<START_SECTION>>In Australia, information on the shelf life can be found on the public summary of the Australian Register of Therapeutic Goods (ARTG). The expiry date can be found on the packaging. <<END_SECTION>>",0,0,"In Australia, information on the shelf life can be found on the public summary of the Australian Register of Therapeutic Goods (ARTG). The expiry date can be found on the packaging. ",2.0
920,<<START_SUBHEADING>>	6.4 	Special precautions for storage <<END_SUBHEADING>>,0,0,	6.4 	Special precautions for storage ,1.0
921,<<START_SECTION>>Store unopened vials under refrigeration at 2øC to 8øC in the original carton to protect from light. Do not freeze. Do not shake. <<END_SECTION>>,0,0,Store unopened vials under refrigeration at 2øC to 8øC in the original carton to protect from light. Do not freeze. Do not shake. ,2.0
922,<<START_SUBHEADING>>	6.5 	Nature and contents of container <<END_SUBHEADING>>,0,0,	6.5 	Nature and contents of container ,1.0
923,<<START_SECTION>>10 mL of concentrated solution for infusion in a 10 mL Type 1 glass vial with an elastomeric stopper and a white flip-off aluminium seal containing 500 mg durvalumab. Pack size of 1 vial.<<END_SECTION>>,0,0,10 mL of concentrated solution for infusion in a 10 mL Type 1 glass vial with an elastomeric stopper and a white flip-off aluminium seal containing 500 mg durvalumab. Pack size of 1 vial.,2.0
924,<<START_SECTION>>2.4 mL of concentrated solution for infusion in a 10 mL Type 1 glass vial with an elastomeric stopper and a grey flip-off aluminium seal containing 120 mg durvalumab. Pack size of 1 vial. <<END_SECTION>>,0,0,2.4 mL of concentrated solution for infusion in a 10 mL Type 1 glass vial with an elastomeric stopper and a grey flip-off aluminium seal containing 120 mg durvalumab. Pack size of 1 vial. ,2.0
925,<<START_SUBHEADING>>	6.6 	Special precautions for disposal <<END_SUBHEADING>>,0,0,	6.6 	Special precautions for disposal ,1.0
926,"<<START_SECTION>>In Australia, any unused medicine or waste material should be disposed of by taking to your local pharmacy. <<END_SECTION>>",0,0,"In Australia, any unused medicine or waste material should be disposed of by taking to your local pharmacy. ",2.0
927,<<START_SUBHEADING>>	6.7 	Physicochemical properties <<END_SUBHEADING>>,0,0,	6.7 	Physicochemical properties ,1.0
928,<<START_SECTION>>Durvalumab is a human immunoglobulin (IgG1?) monoclonal antibody.<<END_SECTION>>,0,0,Durvalumab is a human immunoglobulin (IgG1?) monoclonal antibody.,2.0
929,<<START_SECTION>>CAS number:  1428935-60-7 <<END_SECTION>>,0,0,CAS number:  1428935-60-7 ,2.0
930,<<START_HEADING>>7 	MEDICINE SCHEDULE (POISONS STANDARD) <<END_HEADING>>,0,0,7 	MEDICINE SCHEDULE (POISONS STANDARD) ,0.0
931,<<START_SECTION>>Prescription only medicine (Schedule 4). <<END_SECTION>>,0,0,Prescription only medicine (Schedule 4). ,2.0
932,<<START_HEADING>>8 	SPONSOR <<END_HEADING>>,0,0,8 	SPONSOR ,0.0
933,<<START_SECTION>>AstraZeneca Pty Ltd<<END_SECTION>>,0,0,AstraZeneca Pty Ltd,2.0
934,<<START_SECTION>>ABN 54 009 682 311<<END_SECTION>>,0,0,ABN 54 009 682 311,2.0
935,<<START_SECTION>>66 Talavera Road<<END_SECTION>>,0,0,66 Talavera Road,2.0
936,<<START_SECTION>>MACQUARIE PARK NSW 2113<<END_SECTION>>,0,0,MACQUARIE PARK NSW 2113,2.0
937,<<START_SECTION>>Telephone: 1800 805 342 <<END_SECTION>>,0,0,Telephone: 1800 805 342 ,2.0
938,<<START_HEADING>>9 	DATE OF FIRST APPROVAL <<END_HEADING>>,0,0,9 	DATE OF FIRST APPROVAL ,0.0
939,<<START_SECTION>>2 October 2018 <<END_SECTION>>,0,0,2 October 2018 ,2.0
940,<<START_HEADING>>10 	DATE OF REVISION <<END_HEADING>>,0,0,10 	DATE OF REVISION ,0.0
941,<<START_SECTION>>	 27 October 2021<<END_SECTION>>,0,0,	 27 October 2021,2.0
942,<<START_SECTION>>Summary table of changes<<END_SECTION>>,0,0,Summary table of changes,2.0
943,<<START_SECTION>>Section changed<<END_SECTION>>,0,0,Section changed,2.0
944,<<START_SECTION>>Summary of new information<<END_SECTION>>,0,0,Summary of new information,2.0
945,<<START_SECTION>>4.1<<END_SECTION>>,0,0,4.1,2.0
946,<<START_SECTION>>ES-SCLC indication added<<END_SECTION>>,0,0,ES-SCLC indication added,2.0
947,<<START_SECTION>>4.2<<END_SECTION>>,0,0,4.2,2.0
948,<<START_SECTION>>New dosage added for ES-SCLC indication and editorial changes<<END_SECTION>>,0,0,New dosage added for ES-SCLC indication and editorial changes,2.0
949,<<START_SECTION>>4.4<<END_SECTION>>,0,0,4.4,2.0
950,<<START_SECTION>>Section updated<<END_SECTION>>,0,0,Section updated,2.0
951,<<START_SECTION>>4.5<<END_SECTION>>,0,0,4.5,2.0
952,<<START_SECTION>>Section updated based on CASPIAN clinical study<<END_SECTION>>,0,0,Section updated based on CASPIAN clinical study,2.0
953,<<START_SECTION>>4.8<<END_SECTION>>,0,0,4.8,2.0
954,<<START_SECTION>>Section updated based on the pooled safety dataset and CASPIAN clinical study<<END_SECTION>>,0,0,Section updated based on the pooled safety dataset and CASPIAN clinical study,2.0
955,<<START_SECTION>>4.4 and 4.8<<END_SECTION>>,0,0,4.4 and 4.8,2.0
956,"<<START_SECTION>>Inclusion of immune-mediated non-infective meningitis, non-infective encephalitis, and Guillain-Barr‚ syndrome (GBS)<<END_SECTION>>",0,0,"Inclusion of immune-mediated non-infective meningitis, non-infective encephalitis, and Guillain-Barr‚ syndrome (GBS)",2.0
957,<<START_SECTION>>5.1<<END_SECTION>>,0,0,5.1,2.0
958,<<START_SECTION>>CASPIAN clinical study added<<END_SECTION>>,0,0,CASPIAN clinical study added,2.0
959,<<START_SECTION>>5.2<<END_SECTION>>,0,0,5.2,2.0
960,<<START_SECTION>>Section updated based on the pooled safety dataset and CASPIAN clinical study<<END_SECTION>>,0,0,Section updated based on the pooled safety dataset and CASPIAN clinical study,2.0
961,<<START_SECTION>>4.2<<END_SECTION>>,0,0,4.2,2.0
962,<<START_SECTION>>Treatment modifications and management recommendations for adverse reactions in Table 2 has been updated.<<END_SECTION>>,0,1,Treatment modifications and management recommendations for adverse reactions in Table 2 has been updated.,2.0
963,<<START_SECTION>>4.4 and 4.8<<END_SECTION>>,0,0,4.4 and 4.8,2.0
964,<<START_SECTION>>Section 4.4 and 4.8 updated to include a warning that immune-mediated T1DM can present with DKA.<<END_SECTION>>,0,0,Section 4.4 and 4.8 updated to include a warning that immune-mediated T1DM can present with DKA.,2.0
965,"<<START_SECTION>>4.1, 4.2, 4.4,<<END_SECTION>>",0,0,"4.1, 4.2, 4.4,",2.0
966,<<START_SECTION>>4.8 and 5.1<<END_SECTION>>,0,0,4.8 and 5.1,2.0
967,<<START_SECTION>>Section updated as a consequence of the deletion of the Urothelial Carcinoma (UC) indication.<<END_SECTION>>,0,0,Section updated as a consequence of the deletion of the Urothelial Carcinoma (UC) indication.,2.0
968,<<START_SECTION>>4.2<<END_SECTION>>,0,0,4.2,2.0
969,<<START_SECTION>>New ?1500 mg every 4 weeks? dosage for NSCLC has been added.<<END_SECTION>>,0,0,New ?1500 mg every 4 weeks? dosage for NSCLC has been added.,2.0
970,<<START_SECTION>>5.1<<END_SECTION>>,0,0,5.1,2.0
971,"<<START_SECTION>>?1500 mg every 4 weeks? dosage added as per CDS v14, dated 20 July 2020.<<END_SECTION>>",0,0,"?1500 mg every 4 weeks? dosage added as per CDS v14, dated 20 July 2020.",2.0
972,<<START_SECTION>>? AstraZeneca 2021<<END_SECTION>>,0,0,? AstraZeneca 2021,2.0
973,<<START_SECTION>> Doc ID-003924983 v14 <<END_SECTION>>,0,0, Doc ID-003924983 v14 ,2.0
974,1 of 29,0,0,1 of 29,
975,1 of 29,0,0,1 of 29,
976,1 of 29,0,0,1 of 29,
977,* Defined as requiring use of systemic corticosteroids and with no clear alternate aetiology.,0,0,* Defined as requiring use of systemic corticosteroids and with no clear alternate aetiology.,
