text,label
Carcinogenesis and Mutagenesis,1
"• If pregnant or breast-feeding, ask a healthcare professional before use.",2
"When applying lidocaine and prilocaine cream to the intact skin of young children, it is important that they be carefully observed by an adult in order to prevent the accidental ingestion of or eye contact with lidocaine and prilocaine cream.",2
Note: Oral formulation,1
Titration and Maintenance of Therapy,2
"Serious adverse reactions should be reported to Nelco Laboratories immediately and a report filed to: MedWatch, The FDA Medical Product Problem Reporting Program, at 5600 Fishers Lane, Rockville, Md. 20852-9787, call 1-800-FDA-1088.",2
"The common side effects of Adynovate are headache, diarrhea, rash, nausea dizziness and hives. Tell your healthcare provider about any side effects that bother you or do not go away.",2
Other Information,0
Instruct patients not to lie down for 30 minutes after taking the medication [see Warnings and Precautions (5.1)].,2
 Pretreatment Screening,1
Pancreatic/Biliary Tract Disease,1
Who should not get Adacel vaccine?,2
Liver Function Tests,1
One drop of 0.5% ketorolac tromethamine ophthalmic solution was instilled into 1 eye and 1 drop of vehicle into the other eye three times daily in 26 healthy subjects. Five (5) of 26 subjects had detectable concentrations of ketorolac in their plasma (range 11 to 23 ng/mL) at Day 10 during topical ocular treatment. The range of concentrations following three times daily dosing of 0.5% ketorolac tromethamine ophthalmic solution are approximately 4 to 8% of the steady state mean minimum plasma concentration observed following four times daily oral administration of 10 mg ketorolac in humans (290 ± 70 ng/mL).,2
The safety and effectiveness of Absorica/Absorica LD in pediatric patients less than 12 years of age have not been established.,2
5.8 Glucocorticoid-Induced Osteoporosis,1
Add-on Combination Therapy to Metformin (Alone or in Combination with Sulfonylurea),1
"To report adverse reaction or obtain MSDS,
call 1 800 ANA DRUG (1-800-262-3784)
Baxter and Aerrane are trademarks of Baxter
International Inc.",2
"Other adverse reactions not previously listed, whether considered drug-related or not by the investigators, that were reported more frequently by subjects with asthma treated with Advair Diskus compared with subjects treated with placebo include the following: lymphatic signs and symptoms; muscle injuries; fractures; wounds and lacerations; contusions and hematomas; ear signs and symptoms; nasal signs and symptoms; nasal sinus disorders; keratitis and conjunctivitis; dental discomfort and pain; gastrointestinal signs and symptoms; oral ulcerations; oral discomfort and pain; lower respiratory signs and symptoms; pneumonia; muscle stiffness, tightness, and rigidity; bone and cartilage disorders; sleep disorders; compressed nerve syndromes; viral infections; pain; chest symptoms; fluid retention; bacterial infections; unusual taste; viral skin infections; skin flakiness and acquired ichthyosis; disorders of sweat and sebum.",2
"In the WHIMS estrogen-alone ancillary study of WHI, a population of 2,947 hysterectomized women 65 to 79 years of age was randomized to daily CE (0.625 mg)-alone or placebo. After an average follow-up of 5.2 years, 28 women in the estrogen-alone group and 19 women in the placebo group were diagnosed with probable dementia. The relative risk of probable dementia for CE-alone versus placebo was 1.49 (95 percent CI, 0.83-2.66). The absolute risk of probable dementia for CE-alone versus placebo was 37 versus 25 cases per 10,000 women-years 8 [see Use in Specific Populations (8.5), and Clinical Studies ( 14.6)].",2
INACTIVE INGREDIENTS,1
"In the presence of severe hypotension requiring vasopressor therapy, the preferred drugs may be norepinephrine or phenylephrine. Epinephrine should not be used, because beta stimulation may worsen hypotension in the setting of Adasuve-induced partial alpha blockade.",2
"A number of studies in rodents indicate that prenatal or early postnatal exposure to amphetamine (d- or d,l-), at doses similar to those used clinically, can result in long-term neurochemical and behavioral alterations. Reported behavioral effects include learning and memory deficits, altered locomotor activity, and changes in sexual function.",2
Severe Skin Reactions,1
"A large prospective10-year observational cohort study conducted in the United States found no statistically significant increase in the risk of bladder cancer in diabetic patients ever exposed to pioglitazone, compared to those never exposed to pioglitazone (HR =1.06 [95% CI 0.89–1.26]).",2
All Day Pain Relief,2
"Vascular – Phlebosclerosis, phlebitis/thrombophlebitis, hot flashes, thromboembolism",2
Code 4R0112MC,1
"Prolonged use of opioid analgesics during pregnancy may cause neonatal opioid withdrawal syndrome [see Warnings and Precautions (5.8)]. Available data with Actiq in pregnant women are insufficient to inform a drug-associated risk for major birth defects and miscarriage. In animal reproduction studies, fentanyl administration to pregnant rats during organogenesis was embryocidal at doses within the range of the human recommended dosing. When administered during gestation through lactation fentanyl administration to pregnant rats resulted in reduced pup survival at doses within the range of the human recommended dosing. No evidence of malformations were noted in animal studies completed to date [see Data].",2
"In a cardiovascular outcome study, 655 (22%) lixisenatide treated patients had moderate renal impairment (eGFR: 30 to less than 60 mL/min/1.73 m2). No dosing adjustment is recommended in patients with moderate renal impairment [see Clinical Pharmacology (12.3)] but close monitoring for Adlyxin related adverse gastrointestinal reactions [see Adverse Reactions (6.1)] and for changes in renal function is recommended because these may lead to dehydration and acute renal failure and worsening of chronic failure in these patients [see Warnings and Precautions (5.5)].",2
1000 mg/20 mg tablets: bottles of 90 - NDC# 0074-3007-90,2
"HIV-1 isolates with reduced susceptibility to abacavir, lamivudine, or zidovudine have been selected in cell culture and were also recovered from subjects treated with abacavir, lamivudine, and zidovudine, or the combinations of the individual components.",2
Endocrine Effects,1
"Clinical Trials Experience with Adhansia XR
Adhansia XR was studied in adults (18 to 72 years) and pediatric patients (6 to 17 years) who met Diagnostic and Statistical Manual of Mental Disorders, 5th edition (DSM-5) criteria for ADHD.",2
"The frequency of selected solicited adverse reactions (erythema, swelling, pain and fever) occurring during days 0 to 14 following vaccination with Adacel or Td vaccine in adolescents 11 through 17 years of age and adults 18 through 64 years of age are presented in Table 1. Most of these reactions were reported at a similar frequency in recipients of both Adacel and Td vaccine. Pain at the injection site was the most common adverse reaction in 62.9% to 77.8% of all vaccinees. In addition, overall rates of pain were higher in adolescent recipients of Adacel compared to Td vaccine recipients. Rates of moderate and severe pain in adolescents did not significantly differ between the Adacel and Td vaccine groups. Among adults, the rates of pain after receipt of Adacel or Td vaccine did not significantly differ. Fever of 38°C and higher was uncommon, although in the adolescent age group it occurred significantly more frequently in Adacel recipients than Td vaccine recipients.",2
How should I use Aklief Cream?,2
General Disorders and Administration Site Conditions: sudden death,2
"Allergenic extracts slowly become less potent with age. During the course of treatment, it may be necessary to continue therapy with a vial of extract bearing a later expiration date. The initial dose of the extract bearing the later expiration date should be lowered to a safe non-reaction-eliciting level. When switching one standardized extract with another, at least 75% reduction in dose is suggested.",2
"Dilutional hyponatremia may occur in edematous patients in hot weather; appropriate therapy is water restriction, rather than administration of salt, except in rare instances when the hyponatremia is life-threatening. In actual salt depletion appropriate replacement is the therapy of choice.",2
Maximum Dosage:,1
15 mL (1 tablespoonful) every 4 hours as needed.,2
For Subcutaneous Use Only,2
"Adverse events reported in post-marketing surveillance, not seen in clinical trials, are italicized.",2
